2010-10-20;13;43;0016;0;1
2010-10-20;14;24;0006;1;1
2010-10-20;14;33;0013;1;1
2010-10-20;14;57;0023;1;0
2010-10-20;15;07;0008;1;0
2010-10-20;15;11;0016;1;1
2010-10-20;15;15;0016;0;1
2010-10-20;16;13;0015;1;1
2010-10-20;16;32;0011;1;1
2010-10-20;17;03;0010;1;1
2010-10-20;17;29;0016;1;1
2010-10-20;17;38;0014;1;1
2010-10-21;06;28;0006;0;1
2010-10-21;07;16;0002;0;1
2010-10-21;07;25;0008;0;0
2010-10-21;07;45;0013;0;1
2010-10-21;07;53;0007;0;1
2010-10-21;08;04;0023;0;0
2010-10-21;08;06;0012;0;1
2010-10-21;08;09;0009;0;0
2010-10-21;08;14;0015;0;1
2010-10-21;08;14;0011;0;1
2010-10-21;08;25;0016;0;1
2010-10-21;08;29;0010;0;0
2010-10-21;08;29;0005;0;1
2010-10-21;08;30;0012;0;1
2010-10-21;08;36;0013;1;1
2010-10-21;08;41;0013;0;1
2010-10-21;08;56;0008;0;0
2010-10-21;09;03;0014;0;1
2010-10-21;09;11;0006;5;1
2010-10-21;09;25;0016;1;1
2010-10-21;09;29;0016;0;1
2010-10-21;10;12;0008;0;0
2010-10-21;10;21;0014;1;1
2010-10-21;10;22;0013;1;1
2010-10-21;10;26;0012;0;1
2010-10-21;10;28;0013;0;1
2010-10-21;10;35;0014;0;1
2010-10-21;10;45;0016;1;1
2010-10-21;10;49;0016;0;1
2010-10-21;11;01;0008;5;0
2010-10-21;11;17;0007;0;1
2010-10-21;11;59;0007;0;1
2010-10-21;12;28;0006;0;1
2010-10-21;12;42;0013;1;1
2010-10-21;12;46;0016;1;1
2010-10-21;12;49;0013;0;1
2010-10-21;12;50;0016;0;1
2010-10-21;14;10;0006;5;1
2010-10-21;14;27;0016;1;1
2010-10-21;14;31;0016;0;1
2010-10-21;15;16;0023;1;0
2010-10-21;15;31;0002;1;1
2010-10-21;16;14;0009;1;1
2010-10-21;16;15;0013;1;1
2010-10-21;16;19;0016;1;1
2010-10-21;16;20;0011;1;1
2010-10-21;16;22;0015;1;1
2010-10-21;16;22;0016;0;1
2010-10-21;16;38;0010;1;1
2010-10-21;16;49;0005;1;1
2010-10-21;17;11;0014;1;1
2010-10-21;17;11;0016;1;1
2010-10-22;06;19;0006;0;0
2010-10-22;07;11;0008;0;0
2010-10-22;07;24;0013;0;1
2010-10-22;07;36;0002;0;1
2010-10-22;07;36;0015;0;1
2010-10-22;07;58;0023;0;0
2010-10-22;08;05;0008;0;0
2010-10-22;08;14;0011;0;1
2010-10-22;08;26;0009;0;0
2010-10-22;08;30;0005;0;1
2010-10-22;08;35;0010;0;1
2010-10-22;08;35;0016;0;1
2010-10-22;08;57;0012;0;1
2010-10-22;09;19;0007;0;1
2010-10-22;09;23;0014;0;0
2010-10-22;09;38;0006;5;1
2010-10-22;09;41;0009;5;1
2010-10-22;09;49;0008;0;0
2010-10-22;09;56;0016;1;1
2010-10-22;10;01;0016;0;1
2010-10-22;10;08;0011;1;1
2010-10-22;10;15;0013;1;1
2010-10-22;10;17;0002;0;1
2010-10-22;10;21;0014;1;0
2010-10-22;10;23;0013;0;1
2010-10-22;10;25;0011;0;1
2010-10-22;10;31;0006;0;1
2010-10-22;10;33;0014;0;1
2010-10-22;11;12;0008;1;0
2010-10-22;11;15;0016;1;1
2010-10-22;11;19;0016;0;1
2010-10-22;11;46;0015;1;1
2010-10-22;12;00;0013;1;1
2010-10-22;12;05;0013;0;1
2010-10-22;12;29;0009;0;0
2010-10-22;12;37;0016;1;1
2010-10-22;13;02;0012;0;1
2010-10-22;13;32;0007;0;1
2010-10-22;13;49;0013;1;1
2010-10-22;13;55;0013;0;1
2010-10-22;13;56;0002;0;1
2010-10-22;14;04;0012;0;1
2010-10-22;14;11;0006;5;1
2010-10-22;15;00;0023;1;0
2010-10-22;16;01;0013;1;1
2010-10-22;16;18;0005;1;1
2010-10-22;16;19;0002;1;1
2010-10-22;16;19;0009;1;1
2010-10-22;16;24;0011;1;1
2010-10-22;16;46;0010;1;1
2010-10-22;19;12;0014;1;1
2010-10-25;06;30;0006;0;1
2010-10-25;07;12;0023;0;0
2010-10-25;07;22;0008;0;0
2010-10-25;07;25;0013;0;1
2010-10-25;07;41;0015;0;1
2010-10-25;08;02;0008;0;0
2010-10-25;08;03;0002;0;1
2010-10-25;08;03;0004;0;1
2010-10-25;08;05;0007;0;1
2010-10-25;08;12;0013;1;1
2010-10-25;08;13;0016;0;1
2010-10-25;08;15;0011;0;1
2010-10-25;08;18;0013;0;1
2010-10-25;08;31;0012;0;1
2010-10-25;08;36;0005;0;1
2010-10-25;08;41;0010;0;1
2010-10-25;09;00;0014;0;1
2010-10-25;09;17;0016;1;1
2010-10-25;09;18;0007;0;1
2010-10-25;09;20;0008;5;0
2010-10-25;09;21;0016;0;1
2010-10-25;09;23;0006;5;1
2010-10-25;09;31;0018;0;0
2010-10-25;09;39;0014;1;0
2010-10-25;09;46;0011;1;1
2010-10-25;09;57;0018;0;0
2010-10-25;09;57;0014;0;0
2010-10-25;10;09;0013;1;1
2010-10-25;10;10;0006;0;1
2010-10-25;10;14;0013;0;1
2010-10-25;10;27;0017;0;1
2010-10-25;10;27;0009;0;0
2010-10-25;10;39;0004;1;1
2010-10-25;10;44;0004;0;1
2010-10-25;10;55;0016;1;1
2010-10-25;11;01;0016;0;1
2010-10-25;11;03;0011;1;1
2010-10-25;11;32;0009;0;0
2010-10-25;11;40;0013;1;1
2010-10-25;11;47;0013;0;1
2010-10-25;12;10;0001;0;1
2010-10-25;12;12;0020;0;1
2010-10-25;12;49;0016;1;1
2010-10-25;12;54;0016;0;1
2010-10-25;13;12;0012;0;1
2010-10-25;13;30;0016;1;1
2010-10-25;13;30;0013;1;1
2010-10-25;13;35;0016;0;1
2010-10-25;13;35;0013;0;1
2010-10-25;14;08;0006;5;1
2010-10-25;14;12;0002;5;1
2010-10-25;14;31;0023;1;0
2010-10-25;15;45;0018;1;0
2010-10-25;15;59;0013;1;1
2010-10-25;16;02;0018;0;0
2010-10-25;16;04;0011;0;1
2010-10-25;16;11;0015;1;1
2010-10-25;16;11;0018;1;0
2010-10-25;16;14;0016;1;1
2010-10-25;16;21;0009;1;1
2010-10-25;16;59;0010;1;1
2010-10-25;17;32;0014;1;1
2010-10-25;17;42;0011;1;1
2010-10-25;18;02;0004;1;1
2010-10-26;06;33;0006;0;1
2010-10-26;07;02;0002;0;1
2010-10-26;07;03;0008;0;0
2010-10-26;07;13;0016;0;1
2010-10-26;07;42;0015;0;1
2010-10-26;07;53;0023;0;0
2010-10-26;07;57;0016;1;1
2010-10-26;07;57;0013;0;1
2010-10-26;08;02;0016;0;1
2010-10-26;08;02;0008;0;0
2010-10-26;08;16;0011;0;1
2010-10-26;08;37;0005;0;1
2010-10-26;08;40;0009;0;0
2010-10-26;08;45;0005;5;1
2010-10-26;08;50;0010;0;1
2010-10-26;09;04;0016;1;1
2010-10-26;09;04;0013;1;1
2010-10-26;09;09;0016;0;1
2010-10-26;09;10;0013;0;1
2010-10-26;09;15;0014;0;1
2010-10-26;09;28;0006;5;1
2010-10-26;09;31;0005;0;1
2010-10-26;10;01;0011;1;1
2010-10-26;10;03;0008;5;0
2010-10-26;10;11;0011;0;1
2010-10-26;10;15;0007;0;1
2010-10-26;10;23;0012;0;1
2010-10-26;10;34;0014;1;1
2010-10-26;10;43;0014;0;1
2010-10-26;10;50;0013;1;1
2010-10-26;10;57;0013;0;1
2010-10-26;11;09;0016;1;1
2010-10-26;11;14;0016;0;1
2010-10-26;11;24;0012;0;1
2010-10-26;11;54;0006;0;0
2010-10-26;12;24;0021;0;1
2010-10-26;12;49;0016;1;1
2010-10-26;12;50;0013;1;1
2010-10-26;12;56;0016;0;1
2010-10-26;12;56;0013;0;1
2010-10-26;14;01;0006;5;1
2010-10-26;14;23;0016;1;1
2010-10-26;14;29;0016;0;1
2010-10-26;15;01;0023;1;0
2010-10-26;15;08;0002;1;1
2010-10-26;15;36;0016;1;1
2010-10-26;16;20;0011;1;1
2010-10-26;16;21;0013;1;1
2010-10-26;16;29;0005;1;1
2010-10-26;16;34;0015;1;1
2010-10-26;16;44;0009;1;1
2010-10-26;16;55;0010;1;1
2010-10-26;17;24;0014;1;0
2010-10-27;06;33;0006;0;1
2010-10-27;07;08;0008;0;0
2010-10-27;07;20;0016;0;1
2010-10-27;07;37;0002;0;1
2010-10-27;07;43;0008;0;0
2010-10-27;07;54;0015;0;1
2010-10-27;07;56;0016;1;1
2010-10-27;08;01;0016;0;1
2010-10-27;08;06;0023;0;0
2010-10-27;08;15;0005;0;1
2010-10-27;08;16;0011;0;1
2010-10-27;08;22;0016;5;1
2010-10-27;08;33;0009;0;0
2010-10-27;08;39;0010;0;1
2010-10-27;09;00;0014;0;0
2010-10-27;09;45;0008;5;0
2010-10-27;10;34;0015;5;1
2010-10-27;10;34;0011;5;1
2010-10-27;11;46;0015;0;1
2010-10-27;11;51;0011;0;1
2010-10-27;12;29;0014;1;1
2010-10-27;12;39;0014;0;1
2010-10-27;13;18;0006;0;1
2010-10-27;13;43;0016;0;1
2010-10-27;14;11;0006;5;1
2010-10-27;15;21;0023;1;0
2010-10-27;15;42;0016;1;1
2010-10-27;15;53;0002;1;1
2010-10-27;16;06;0015;1;1
2010-10-27;16;13;0009;1;1
2010-10-27;16;22;0005;1;1
2010-10-27;16;24;0011;1;1
2010-10-27;16;58;0010;1;1
2010-10-27;17;13;0014;1;1
2010-10-28;06;34;0006;0;1
2010-10-28;07;08;0008;0;0
2010-10-28;07;21;0016;0;1
2010-10-28;07;22;0013;0;1
2010-10-28;07;35;0002;0;1
2010-10-28;07;51;0008;0;0
2010-10-28;07;55;0023;0;0
2010-10-28;07;55;0015;0;1
2010-10-28;08;12;0011;0;1
2010-10-28;08;25;0016;1;1
2010-10-28;08;29;0016;0;1
2010-10-28;08;32;0007;0;1
2010-10-28;08;34;0005;0;1
2010-10-28;08;39;0010;0;1
2010-10-28;08;44;0008;5;0
2010-10-28;08;46;0013;1;1
2010-10-28;08;50;0013;0;1
2010-10-28;08;58;0009;0;0
2010-10-28;09;03;0008;0;0
2010-10-28;09;29;0014;0;1
2010-10-28;09;36;0008;5;0
2010-10-28;09;44;0011;1;1
2010-10-28;09;50;0011;0;1
2010-10-28;10;06;0013;1;1
2010-10-28;10;06;0016;1;1
2010-10-28;10;13;0016;0;1
2010-10-28;10;13;0013;0;1
2010-10-28;10;22;0012;0;1
2010-10-28;10;23;0008;0;0
2010-10-28;11;03;0008;0;0
2010-10-28;11;43;0013;1;1
2010-10-28;11;48;0013;0;1
2010-10-28;11;52;0016;1;1
2010-10-28;11;57;0016;0;1
2010-10-28;12;02;0014;1;1
2010-10-28;12;11;0014;0;1
2010-10-28;13;18;0016;1;1
2010-10-28;13;22;0016;0;1
2010-10-28;13;28;0013;1;1
2010-10-28;13;34;0013;0;1
2010-10-28;14;14;0008;0;0
2010-10-28;14;22;0006;1;1
2010-10-28;14;46;0005;1;1
2010-10-28;15;00;0013;1;1
2010-10-28;15;00;0016;1;1
2010-10-28;15;05;0023;1;0
2010-10-28;15;05;0016;0;1
2010-10-28;15;05;0013;0;1
2010-10-28;15;12;0008;1;0
2010-10-28;15;45;0002;1;1
2010-10-28;15;49;0013;1;1
2010-10-28;16;09;0016;1;1
2010-10-28;16;29;0011;1;1
2010-10-28;16;39;0009;1;1
2010-10-28;16;54;0015;1;1
2010-10-28;17;04;0010;1;1
2010-10-28;18;02;0014;1;1
2010-10-28;20;41;0017;0;1
2010-10-29;06;27;0006;0;1
2010-10-29;07;06;0008;0;0
2010-10-29;07;10;0016;0;1
2010-10-29;07;25;0023;0;0
2010-10-29;07;25;0004;0;1
2010-10-29;07;34;0002;0;1
2010-10-29;07;48;0013;0;1
2010-10-29;07;52;0015;0;1
2010-10-29;08;01;0014;0;1
2010-10-29;08;03;0009;0;0
2010-10-29;08;05;0016;1;1
2010-10-29;08;10;0016;0;1
2010-10-29;08;15;0011;0;1
2010-10-29;08;18;0005;0;1
2010-10-29;08;45;0010;0;1
2010-10-29;08;51;0013;1;1
2010-10-29;08;56;0013;0;1
2010-10-29;08;57;0007;0;1
2010-10-29;09;04;0017;0;1
2010-10-29;09;06;0012;0;1
2010-10-29;09;27;0016;1;1
2010-10-29;09;35;0001;0;1
2010-10-29;09;41;0016;0;1
2010-10-29;09;54;0013;1;1
2010-10-29;09;54;0013;0;1
2010-10-29;09;57;0013;1;1
2010-10-29;10;05;0013;0;1
2010-10-29;10;18;0011;1;1
2010-10-29;10;25;0011;0;1
2010-10-29;10;29;0002;5;1
2010-10-29;10;51;0007;0;1
2010-10-29;11;02;0008;0;0
2010-10-29;11;15;0005;0;1
2010-10-29;11;30;0006;0;1
2010-10-29;11;35;0002;0;1
2010-10-29;11;37;0011;1;1
2010-10-29;11;43;0016;1;1
2010-10-29;11;47;0016;0;1
2010-10-29;11;50;0012;0;1
2010-10-29;12;12;0013;1;1
2010-10-29;12;18;0013;0;1
2010-10-29;13;55;0016;1;1
2010-10-29;13;56;0006;5;1
2010-10-29;13;59;0016;0;1
2010-10-29;14;14;0002;0;1
2010-10-29;14;33;0023;1;0
2010-10-29;14;34;0005;1;1
2010-10-29;15;07;0008;1;0
2010-10-29;15;27;0002;1;1
2010-10-29;15;27;0004;1;1
2010-10-29;15;33;0016;1;1
2010-10-29;15;57;0015;1;1
2010-10-29;16;02;0009;1;1
2010-10-29;16;02;0013;1;1
2010-10-29;16;52;0010;1;1
2010-10-29;17;22;0014;1;1
2010-11-02;07;32;0006;0;1
2010-11-02;08;10;0013;0;1
2010-11-02;08;22;0010;0;0
2010-11-02;08;41;0015;0;1
2010-11-02;08;55;0002;0;1
2010-11-02;08;55;0004;0;1
2010-11-02;09;01;0018;0;0
2010-11-02;09;12;0012;0;1
2010-11-02;09;13;0023;0;0
2010-11-02;09;14;0011;0;1
2010-11-02;09;18;0009;0;0
2010-11-02;09;22;0013;1;1
2010-11-02;09;24;0005;0;1
2010-11-02;09;30;0016;0;1
2010-11-02;09;30;0013;0;1
2010-11-02;09;52;0007;0;1
2010-11-02;10;14;0007;0;1
2010-11-02;10;21;0009;5;1
2010-11-02;10;46;0011;1;1
2010-11-02;10;47;0016;1;1
2010-11-02;10;47;0013;1;1
2010-11-02;10;52;0013;0;1
2010-11-02;10;53;0020;0;1
2010-11-02;10;53;0016;0;1
2010-11-02;10;53;0011;0;1
2010-11-02;11;58;0016;1;1
2010-11-02;12;02;0016;0;1
2010-11-02;12;03;0006;5;1
2010-11-02;12;23;0012;0;1
2010-11-02;13;08;0009;0;0
2010-11-02;13;14;0017;0;1
2010-11-02;13;23;0013;1;1
2010-11-02;13;29;0013;0;1
2010-11-02;13;41;0007;0;1
2010-11-02;13;50;0006;0;1
2010-11-02;14;00;0016;1;1
2010-11-02;14;05;0016;0;1
2010-11-02;15;21;0013;1;1
2010-11-02;15;26;0013;0;1
2010-11-02;15;41;0006;1;1
2010-11-02;15;44;0016;1;1
2010-11-02;15;48;0016;0;1
2010-11-02;16;26;0010;1;1
2010-11-02;16;26;0023;1;0
2010-11-02;16;39;0013;1;1
2010-11-02;16;47;0015;1;1
2010-11-02;17;02;0002;1;1
2010-11-02;17;04;0004;1;1
2010-11-02;17;20;0011;1;1
2010-11-02;17;21;0018;1;0
2010-11-02;17;21;0009;1;1
2010-11-02;17;28;0005;1;1
2010-11-02;17;35;0016;1;1
2010-11-03;06;29;0006;0;1
2010-11-03;07;11;0013;0;1
2010-11-03;07;32;0015;0;1
2010-11-03;07;57;0004;0;1
2010-11-03;07;57;0002;0;1
2010-11-03;08;18;0011;0;1
2010-11-03;08;21;0018;0;0
2010-11-03;08;22;0009;0;0
2010-11-03;08;24;0012;0;1
2010-11-03;08;25;0005;0;1
2010-11-03;08;40;0023;0;0
2010-11-03;08;49;0013;1;1
2010-11-03;08;54;0013;0;1
2010-11-03;09;01;0014;0;0
2010-11-03;09;04;0016;0;1
2010-11-03;09;43;0005;1;1
2010-11-03;09;44;0005;5;1
2010-11-03;09;44;0005;0;1
2010-11-03;10;03;0011;1;1
2010-11-03;10;09;0011;0;1
2010-11-03;10;12;0006;5;1
2010-11-03;10;44;0013;1;1
2010-11-03;10;44;0016;1;1
2010-11-03;10;49;0013;0;1
2010-11-03;10;49;0016;0;1
2010-11-03;12;00;0009;0;0
2010-11-03;12;12;0016;1;1
2010-11-03;12;18;0016;0;1
2010-11-03;12;36;0006;0;1
2010-11-03;13;55;0005;0;1
2010-11-03;13;56;0006;5;1
2010-11-03;13;58;0009;0;0
2010-11-03;14;02;0013;1;1
2010-11-03;14;02;0016;1;1
2010-11-03;14;07;0016;0;1
2010-11-03;15;11;0016;1;1
2010-11-03;15;15;0009;0;0
2010-11-03;15;16;0016;0;1
2010-11-03;15;27;0013;1;1
2010-11-03;15;48;0023;1;0
2010-11-03;15;50;0015;1;1
2010-11-03;15;58;0004;1;1
2010-11-03;15;59;0002;1;1
2010-11-03;16;12;0011;1;1
2010-11-03;16;23;0018;1;0
2010-11-03;16;29;0005;1;1
2010-11-03;16;29;0009;1;1
2010-11-03;16;58;0014;1;1
2010-11-03;16;58;0016;1;1
2010-11-04;06;27;0006;0;1
2010-11-04;07;11;0008;0;0
2010-11-04;07;15;0013;0;1
2010-11-04;07;31;0009;0;0
2010-11-04;07;38;0010;0;0
2010-11-04;07;41;0015;0;1
2010-11-04;08;01;0023;0;0
2010-11-04;08;03;0012;0;1
2010-11-04;08;07;0018;0;0
2010-11-04;08;16;0005;0;1
2010-11-04;08;17;0004;0;1
2010-11-04;08;56;0016;0;1
2010-11-04;09;00;0014;0;1
2010-11-04;09;18;0006;5;1
2010-11-04;09;20;0013;1;1
2010-11-04;09;26;0013;0;1
2010-11-04;09;35;0006;0;1
2010-11-04;09;38;0011;0;1
2010-11-04;10;13;0016;1;1
2010-11-04;10;18;0016;0;1
2010-11-04;10;33;0013;1;1
2010-11-04;10;39;0013;0;1
2010-11-04;10;44;0008;5;0
2010-11-04;12;20;0016;1;1
2010-11-04;12;24;0016;0;1
2010-11-04;12;30;0013;1;1
2010-11-04;12;36;0013;0;1
2010-11-04;13;08;0002;0;1
2010-11-04;14;01;0006;5;1
2010-11-04;14;06;0014;1;1
2010-11-04;14;08;0014;0;1
2010-11-04;14;20;0016;1;1
2010-11-04;14;26;0016;0;1
2010-11-04;15;10;0023;1;0
2010-11-04;15;10;0002;1;1
2010-11-04;15;32;0009;1;1
2010-11-04;15;39;0013;1;1
2010-11-04;15;41;0010;1;1
2010-11-04;15;50;0016;1;1
2010-11-04;15;53;0015;1;1
2010-11-04;15;55;0016;0;1
2010-11-04;16;07;0018;1;0
2010-11-04;16;18;0005;1;1
2010-11-04;16;19;0011;1;1
2010-11-04;16;25;0004;1;1
2010-11-04;17;13;0016;1;1
2010-11-04;18;03;0014;1;1
2010-11-05;06;31;0006;0;1
2010-11-05;07;09;0008;0;0
2010-11-05;07;10;0013;0;1
2010-11-05;07;36;0015;0;1
2010-11-05;07;38;0010;0;1
2010-11-05;07;46;0023;0;0
2010-11-05;08;17;0011;0;1
2010-11-05;08;19;0018;0;0
2010-11-05;08;21;0009;0;0
2010-11-05;08;24;0004;0;1
2010-11-05;08;27;0005;0;1
2010-11-05;08;30;0013;1;1
2010-11-05;08;33;0016;0;1
2010-11-05;08;36;0013;0;1
2010-11-05;09;16;0014;0;1
2010-11-05;09;21;0006;5;1
2010-11-05;09;32;0002;0;1
2010-11-05;09;54;0014;1;1
2010-11-05;09;58;0016;1;1
2010-11-05;10;04;0016;0;1
2010-11-05;10;07;0013;1;1
2010-11-05;10;13;0013;0;1
2010-11-05;10;32;0011;1;1
2010-11-05;10;39;0011;0;1
2010-11-05;11;29;0008;5;0
2010-11-05;11;34;0006;0;1
2010-11-05;11;35;0013;1;1
2010-11-05;11;35;0016;1;1
2010-11-05;11;41;0013;0;1
2010-11-05;11;41;0016;0;1
2010-11-05;12;57;0016;1;1
2010-11-05;13;02;0016;0;1
2010-11-05;13;42;0013;1;1
2010-11-05;13;47;0013;0;1
2010-11-05;14;05;0006;1;1
2010-11-05;14;35;0016;1;1
2010-11-05;14;42;0016;0;1
2010-11-05;14;52;0012;0;1
2010-11-05;15;13;0023;1;0
2010-11-05;15;43;0013;1;1
2010-11-05;15;44;0010;1;1
2010-11-05;16;00;0015;1;1
2010-11-05;16;18;0011;1;1
2010-11-05;16;23;0018;1;0
2010-11-05;16;24;0005;1;1
2010-11-05;16;24;0002;1;1
2010-11-05;16;24;0004;1;1
2010-11-05;16;38;0016;1;1
2010-11-05;16;39;0009;1;1
2010-11-08;06;30;0006;0;1
2010-11-08;07;02;0004;0;1
2010-11-08;07;13;0008;0;0
2010-11-08;07;33;0023;0;0
2010-11-08;07;37;0002;0;1
2010-11-08;07;55;0013;0;1
2010-11-08;07;56;0015;0;1
2010-11-08;08;05;0007;0;1
2010-11-08;08;18;0011;0;1
2010-11-08;08;32;0005;0;1
2010-11-08;08;45;0016;0;1
2010-11-08;08;48;0010;0;1
2010-11-08;09;00;0013;1;1
2010-11-08;09;02;0017;0;1
2010-11-08;09;05;0014;0;0
2010-11-08;09;05;0013;0;1
2010-11-08;09;09;0012;0;1
2010-11-08;09;20;0018;0;0
2010-11-08;09;21;0006;5;1
2010-11-08;09;35;0006;0;1
2010-11-08;09;37;0014;1;1
2010-11-08;09;50;0014;0;0
2010-11-08;09;52;0011;1;1
2010-11-08;09;56;0002;5;1
2010-11-08;09;59;0011;0;1
2010-11-08;10;01;0002;0;1
2010-11-08;10;12;0005;5;1
2010-11-08;10;12;0017;5;1
2010-11-08;10;22;0016;1;1
2010-11-08;10;26;0016;0;1
2010-11-08;10;50;0008;0;0
2010-11-08;11;43;0013;1;1
2010-11-08;11;49;0013;0;1
2010-11-08;12;17;0016;1;1
2010-11-08;12;19;0002;0;1
2010-11-08;12;22;0016;0;1
2010-11-08;13;14;0005;0;1
2010-11-08;13;25;0006;5;1
2010-11-08;13;26;0016;1;1
2010-11-08;13;31;0018;1;0
2010-11-08;13;31;0016;0;1
2010-11-08;13;34;0008;0;0
2010-11-08;13;36;0013;1;1
2010-11-08;13;41;0013;0;1
2010-11-08;14;51;0023;1;0
2010-11-08;14;59;0016;1;1
2010-11-08;15;04;0016;0;1
2010-11-08;15;10;0012;1;1
2010-11-08;15;13;0017;0;1
2010-11-08;15;16;0013;1;1
2010-11-08;15;23;0004;1;1
2010-11-08;15;24;0002;1;1
2010-11-08;15;38;0008;1;0
2010-11-08;15;59;0015;1;1
2010-11-08;16;24;0011;1;1
2010-11-08;16;36;0005;1;1
2010-11-08;16;53;0010;1;1
2010-11-08;17;01;0016;1;1
2010-11-08;17;19;0014;1;1
2010-11-09;06;36;0006;0;1
2010-11-09;07;33;0013;0;1
2010-11-09;07;44;0015;0;1
2010-11-09;07;44;0002;0;1
2010-11-09;08;05;0007;0;1
2010-11-09;08;06;0004;0;1
2010-11-09;08;08;0018;0;0
2010-11-09;08;19;0011;0;1
2010-11-09;08;26;0005;0;1
2010-11-09;08;54;0017;0;1
2010-11-09;08;57;0016;0;1
2010-11-09;10;07;0013;1;1
2010-11-09;10;15;0013;0;1
2010-11-09;10;18;0016;1;1
2010-11-09;10;27;0016;0;1
2010-11-09;11;06;0006;5;1
2010-11-09;11;13;0013;1;1
2010-11-09;11;20;0006;0;1
2010-11-09;11;20;0013;0;1
2010-11-09;11;31;0011;1;1
2010-11-09;11;37;0011;0;1
2010-11-09;11;38;0020;0;1
2010-11-09;11;42;0016;1;1
2010-11-09;11;46;0016;0;1
2010-11-09;12;50;0013;1;1
2010-11-09;12;51;0006;5;1
2010-11-09;12;56;0013;0;1
2010-11-09;13;21;0016;1;1
2010-11-09;13;25;0016;0;1
2010-11-09;13;38;0007;0;1
2010-11-09;14;53;0013;1;1
2010-11-09;14;54;0016;1;1
2010-11-09;15;00;0013;0;1
2010-11-09;15;00;0016;0;1
2010-11-09;15;59;0015;1;1
2010-11-09;16;23;0002;1;1
2010-11-09;16;23;0018;1;0
2010-11-09;16;24;0005;1;1
2010-11-09;16;25;0004;1;1
2010-11-09;16;26;0011;1;1
2010-11-09;16;44;0013;1;1
2010-11-09;17;17;0016;1;1
2010-11-10;06;33;0006;0;1
2010-11-10;07;00;0002;0;1
2010-11-10;07;02;0008;0;0
2010-11-10;07;34;0013;0;1
2010-11-10;07;37;0015;0;1
2010-11-10;07;50;0009;0;0
2010-11-10;07;55;0008;0;0
2010-11-10;08;15;0018;0;0
2010-11-10;08;22;0013;1;1
2010-11-10;08;26;0011;0;1
2010-11-10;08;28;0013;0;1
2010-11-10;08;37;0008;0;0
2010-11-10;08;38;0005;0;1
2010-11-10;09;01;0016;0;0
2010-11-10;09;08;0012;0;1
2010-11-10;09;11;0014;0;0
